start	end	text
2400540	2405440	A good example, one of the girls that worked for me was hired by Kennecott Mining out there in Utah.
2406080	2408500	And she said they would have an EPA inspector come out,
2408800	2414560	and they would count how many barrels of contaminants they were burying in their backyard as a mine.
2415280	2417720	And after they both agreed to it, they'd pay the fine.
2417800	2421660	It was cheaper than hauling it back to Oak Ridge, Tennessee, and cover it all up.
2422440	2428500	So how many millions or billions of gallons of toxic waste have we allowed to be buried
2428500	2432960	because we're too lazy to accept a new technology that works
2432960	2435500	because we're not paying off the politicians.
2436220	2437560	And, of course, we've been led to believe
2437560	2442040	that no such way of mitigating atomic waste exists.
2442640	2444540	Well, that's what they tell the public.
2445460	2447440	I've met with many nuclear physicists.
2448100	2450760	They've all agreed that this is the best, most logical way
2450760	2452040	of getting rid of atomic wastewater.
2452660	2455000	We could have gotten rid of a lot of that water from Fukushima,
2455560	2457120	from Chernobyl and other countries,
2457120	2462120	even right here in our own backyard but are we invited to work with them no does
2462120	2466240	our government know that I'm here oh yeah I've been to many meetings outside
2466240	2470380	of Washington DC over in New Jersey where we had a lot of government
2470380	2475000	officials there we have the army the Navy every agency EPA they were all there
2475000	2479360	they saw it running they know it works but they keep coming back saying I'm
2479360	2485500	sorry we're not allowed to work with you well why finally a few of them came out
2485500	2487600	and said, well, the government has a fear
2487600	2490120	that if you ever became as rich as Bill Gates,
2490640	2491560	you're the kind of person
2491560	2493260	that would want to change the government,
2493740	2495200	and that would stop our corporations
2495200	2496460	from being in control.
2496860	2498900	We don't want people like you to be rich.
2499660	2501180	I don't want to be rich either,
2501260	2502800	and I don't want to be the next Bill Gates.
2502980	2504440	I want to clean up a planet.
2505000	2506700	But you can't clean up a planet
2506700	2508460	when you've got dirty politicians
2508460	2511480	in the way at every corner.
2512160	2514760	They don't want all these cars retrofit
2514760	2516160	to get double and triple their mileage?
2516740	2518080	They want the road tax.
2519560	2522240	We need to come up with some new methods
2522240	2525900	in the sense of new ways of generating revenue or something
2525900	2528340	so that that becomes a moot point.
2528420	2529560	Back in the early 80s,
2529600	2532260	when I first saw these obstacles in front of me,
2532640	2534480	I sat with many politicians and said,
2534640	2537800	I would have no objection to opening up a shop
2537800	2540180	where each person who comes in and puts it on their car
2540180	2543100	would be certified that they're saving this much money per year,
2543200	2543880	this many gallons,
2543880	2547920	and they'd have to pay road tax on the mileage they drove
2547920	2549500	instead of the gallons they used.
2550220	2551740	And this, to me, would be fair to everybody.
2552560	2555860	But the government said it would take too long to pass such laws
2555860	2559360	and get them through Congress, but it would also hurt too many people.
2559700	2562020	Because if you have a geet on your car and you don't have any pollution,
2562440	2564460	you're going to put all these smog shops out of business.
2565740	2569520	Well, it just basically means that they'll be open to do something else.
2569520	2576860	I mean, a lot of people look and focus on the loss, and they do not open their mind to, okay, what can we do?
2577100	2577900	How can we gain?
2577980	2580180	Because for every loss, there is a gain someplace.
2580800	2581200	Absolutely.
2581960	2582960	Look at the cotton gem.
2583300	2585880	Yes, that replaced a lot of people out there picking.
2586240	2587840	But let's look at the copy machine.
2588680	2596660	I saw a video about Xerox years ago where the inventor took it into a law firm that all this firm did with hundreds of secretaries
2596660	2599140	was sit there and type the same page over and over
2599140	2602500	so that each congressman and senator could get the exact same page
2602500	2603700	when they go in the next day.
2603980	2606940	So these women would work all night long, hundreds of them,
2607140	2608620	typing with carbon paper.
2609140	2612700	And if you got the third page, it wasn't quite crispy, clear,
2612820	2614480	but you could still make out the words.
2614940	2618020	But they would sit there and make up all these documents night after night
2618020	2620460	so that they could supply all the documents to Congress.
2621300	2623100	And the guy who owned the firm said,
2623200	2626400	I don't see any way that the copy machine is ever going to replace
2626400	2636760	500 women well sorry to say but uh he was way out in left field as a sure wow uh why we went from
2636760	2642420	that to the mimeograph machine yeah i remember that in church i was the altar boy and that was
2642420	2649820	one of my jobs on wednesday was printing up the sunday flyer yes yeah wow uh and that's the thing
2649820	2656540	about it becoming willing to to try things new uh i mean even you started talking about the
2656540	2663200	award processing program and we we step by step by step but if you we've gotten to this place of
2663200	2668920	thinking that's the same type of thinking in the government that that caused them at one point to
2668920	2673020	want to close down the patent office because they figured everything everything had already been
2673020	2680180	oh my god can't figure anything else out wow you're listening to talk for food on web at
2680180	2686460	talkradio.net with adam abraham and we are talking with paul pantone developer of geet
2686460	2693780	and giving you a preview of a video conversation i don't know that call it a documentary
2693780	2701300	could be called that but it's to be titled indelible promise and you can find more information
2701300	2707340	about it as well as additional clips on indeliblepromise.com. It's also where you can
2707340	2717540	order it. It's produced by moi. And so it goes. But let's talk more or let's hear more from Paul
2717540	2726200	now. Inventiveness. Inventiveness is what makes our society move forward. But when you've got
2726200	2731560	companies that have grown rich over prior inventiveness and now they're putting the
2731560	2739760	brakes on progress i mean to some major here's another good example of we don't want progress
2739760	2745860	i met with some of the chief engineers that came out from caterpillar waukesha engines uh there
2745860	2751120	were detroit diesel there were several diesel people there and we showed them a conversion of
2751120	2758000	waukesha having zero emissions no pollution coming out the tailpipe and they all looked at each other
2758000	2765040	and said we won't let it fly what do you mean you won't let it fly we'll ban we'll cancel warranties
2765040	2770640	if anybody puts your technology on our equipment we'll just void the warranty that's against a lot
2770640	2776160	that's okay sue us the meantime it'll stop all truckers and all other people with heavy equipment
2776160	2781040	from ever going to you if they know they can't get warranty work done or they won't even be able to
2781040	2787200	buy parts and i really thought that was a little bit of an idle threat right until i had over 250
2787200	2791760	000 semis offered after i went up on the internet saying we're ready to start retrofitting semis
2792480	2796960	and within two weeks i started getting calls saying hey take our name off that list take
2796960	2803120	our name off that list and why well we were told that if we put a gate on one truck we're not going
2803120	2809920	going to get any more warranty work done on any of our fleets well those threats were real valid
2809920	2816100	new york city cab company got a hold of me and said can you put one on a crown vic i said absolutely
2816100	2821060	he said well we have this model and this model can you get one of each from your local store
2821060	2825380	we'll pay for them we want them retrofit and we want them driven back here
2825380	2830680	but we want to fly our drivers out to drive them back so we can validate the mileage right if we
2830680	2837160	can do that you've got the entire fleet you got 13,000 vehicles to retrofit I drove down to the
2837160	2841180	nearest dealer that had them I said I'd like to buy that Crown Vic and that one right there
2841180	2846160	the guy said no problem how do you want to pay for him I said it'll be cash New York City cab
2846160	2851580	company he went in talked to somebody they talked to the owner a few minutes later the owner comes
2851580	2856260	out he says are you Mr. Pantone I said yeah he said I've already called the police if you're not
2856260	2860600	off the property before they get here you will be arrested for trespassing we have the right to
2860600	2866820	refuse service to anyone and you are anyone we will not sell you or anyone working with your car
2866820	2874240	you're refusing the sale of two brand new cars you said absolutely i don't want to lose my license
2874240	2880540	so when the manufacturers tell their dealers we're going to avoid your license and cut you
2880540	2887020	off as a dealer if you even sell this man apart there's dealerships i can't even go in and buy
2887020	2897700	an exhaust pipe okay so now here's the possibility of improved gas mileage major reduction in
2897700	2906020	emissions yeah and the manufacturer would void a warranty if it were put on and now who's pushing
2906020	2911920	their buttons i mean why do they care i couldn't get straight answers from any of them other than
2911920	2919680	don't put it on our equipment that was it wow now years ago pretty mean oil company when i made the
2919680	2924560	news the first day uh they called up and the president of the company personally called up
2924560	2931640	i had it on tape and he said if you pursue putting gate on cars we'll buy a box of bullets and we'll
2931640	2935560	find some druggie that'll come out and kill you we don't care if it costs a million dollars
2935560	2943860	now multiply that times 200 calls in a one day period right but when i called the reporter up
2943860	2948140	and told him what happened i said ever since i got on your show with the tv show i'm sorry
2948140	2954840	uh local news i said these death threats came in all day long the story last night about getting
2954840	2960700	zero pollution is nothing but being threatened by people who are identifying themselves being
2960700	2966380	with law firms and state agencies and C.A.R.B. or Quality Control, I mean, they're not holding
2966380	2972960	back. And the reporter said, Mr. Fantone, if you could walk on water, we cannot put
2972960	2978980	you on the news again. I almost lost my job and my future by putting you on the news last
2978980	2986100	night. You'll never be on mainstream news again. He hung up. They had gotten to the
2986100	2990160	point of going through my phone records, which I didn't know anybody could access that easy,
2990160	2994880	but they did they got a hold of everybody that i knew and told everybody hey if you're working
2994880	3001040	with paul pantone accidents happen on businesses they called up and said hey there's something
3001040	3006800	you're doing illegal if not we can make it up if you're dealing with paul pantone after today
3006800	3010320	your wrecking yard is going to be shut down your car dealership is going to be shut down
3010320	3015840	we're going to audit you we're going to put you through hell so we've had one reporter after
3015840	3021600	or another that put us on tv right because they thought it was a novel idea oh this is great
3021600	3026800	invention it's going to help mankind and i'm supposed to be here to help give the news right
3026800	3031360	well they didn't realize that the news really isn't the news it's what they're told they can
3031360	3037840	report so if you catch a new news reporter never done an anchor job before they're going to cover
3037840	3044960	you they're excited the minute the main guy in their office finds out what you've got then they
3044960	3050080	they come in blow up and say hey don't ever cover anything like that again our sponsors are oil
3050080	3056340	companies and politicians we we don't want to upset the people that are our gravy train we don't cover
3056340	3062000	stories unless they approve it so one after another we got booted off the different stations
3062000	3067300	fox news now is at guts fox news has covered me in almost every city i've ever gone to
3067300	3070740	and they come in and say yeah we want to cover it it's news
3070740	3081680	well it's it's news it's important well it is and it isn't now for years i couldn't get back
3081680	3086620	on the news and one of the guys working with me came up to me one day and he said how come we
3086620	3091780	don't have news cameras out here we called them they won't come out he said i'll get them out
3091780	3098120	here i gotta see this well he went over made a couple telephone calls and he says they'll be
3098120	3104180	here in about 10 or 15 minutes i said yeah right well i was out there giving a demo for some other
3104180	3108260	people and all of a sudden these news trucks show up they start raising their booms up the
3108260	3113920	satellites are being linked up i said you got to be kidding me and they said is this a place where
3113920	3119960	you're running on fun fuel i said what yeah we were told you run on pickle juice mountain dew we
3119960	3128220	gotta see the pickle juice uh just a minute give me a minute i ran into the cheriton i ran up to
3128220	3133720	the kitchen area there and the gal comes up and she's a table for one i said no i just need some
3133720	3140760	pickle juice to go she said i'm not going to give it to you go to the deli so i went over to the
3140760	3145460	deli and there was a long line of people it was almost noon they were ready for me outside to go
3145460	3151940	live at noon with the news right i need a couple glasses real quick pickle juice sweet and sour
3151940	3157140	sweet and dill and the girl says i'm not going to give it to you unless you promise me you're not
3157140	3163460	going to drink it in here i promise well they gave me two glasses i ran out and i poured a glass in
3163460	3167860	each one of them and put the lids on them and i started one engine up first ran it for a little
3167860	3172660	bit did one interview as soon as i shut that off i started the other one up on pickle juice
3172660	3179140	with about 10 percent gas in there ran beautiful smooth and clean both of them wow well we made
3179140	3186580	the news live but it never went any further than colorado springs they uplinked it no other station
3186580	3191620	in the country wanted to play that footage wow we were supposed to be on the six o'clock news
3191620	3197860	with better coverage got booted let's talk about how the geet fuel processor actually works and
3197860	3203220	what it does and what and the principle behind it well it's an acceleration chamber dr william
3203220	3210580	sue made the comparison uh back in about 1996 97 he worked 20 years of his life on a seven mile
3210580	3216340	circle underground in beijing and when he came over and looked at ours he held up the rod that's
3216340	3222180	in the center of it makes it all work and he says uh what you do for 25 cents we do for billions of
3222180	3229260	dollars he's referring to cost 25 cents in terms of cost of materials versus
3229260	3233700	billions of dollars to build these particle accelerators the big
3233700	3237940	difference is yours works you're talking about an acceleration
3237940	3242340	chamber where accelerator is you found a way of accelerating the molecules and
3242340	3246300	exciting them and exchanging heat in such a way that you can break it down
3246300	3251220	it's a total transmutation of elements you're able to produce hydrogen and
3251220	3257300	helium from crude oil and you release all of these elements in an electrical field that's
3257300	3263900	self-generated we can't do that if we keep looking over here in a different way and you're looking
3263900	3270580	at it from a totally different perspective but yours works wow and that means if that nuclear
3270580	3275800	collider in china is not working the one in switzerland it's just a bigger one and it's not
3275800	3281960	working either according to him they are lucky if they can come up with a millisecond or two
3281960	3288320	of actual information from a test this is yours just keeps working and working like energizer
3288320	3297060	bunny what it allows you to do in real practical terms is to literally run on a fraction of the
3297060	3302660	fuel the fuel is used what to start the engine is that what the fuel does or is doing something
3302660	3308580	else we don't get any liquid fuel to our engines or furnaces all it is is a vapor by pulling a
3308580	3315780	vacuum which has been removed from most books from 1955 on all vacuum technology that would
3315780	3323700	help mankind was removed actually this is not a plastic bottle it is a combination of gas diesel
3323700	3331060	and kerosene and if you put this in an electric element underneath it and let it melt the vapors
3331060	3336180	you're going to get off it are the vapors for gas diesel and kerosene so if you redistill this back
3336180	3341540	into fuel you have the fuel to run engines power plants whatever you want with no pollution
3342340	3349300	if you're using a geek so why are we burying all the plastic and garbage bits the government
3349300	3353700	doesn't want to see this technology is that it replaced they're pumping more oil out they're
3353700	3358820	buying more oil and they're trucking it and flipping it around so we're talking about i mean
3358820	3362760	We've got all these issues about plastics and the use of them,
3363200	3366640	and, of course, the fact that they're not biodegradable.
3366860	3367180	Okay.
3367620	3370380	And what you're saying, basically, is they actually are.
3370880	3372780	A transmutation can occur.
3372780	3378220	Once you put them through a transmutation process, you now have clean, healthy fuel.
3378900	3381280	And you have nice, clean, fresh air coming off the tailpipe.
3381960	3386000	During one of our tests in California, we were running on crude oil from Angola.
3386800	3392200	And the exhaust vapors that we were getting were cleaner, or the exhaust was cleaner than the air in the room.
3392680	3396400	We had three to seven parts per million hydrocarbon in the air in the room.
3397120	3400040	But coming out of the tailpipe, there was zero to one part per million.
3400720	3407780	We had 21.1 to 23% oxygen coming out the tailpipe and 20% oxygen in the room.
3407780	3416300	In other words, where we're looking at all of this carbon burning and we're taking down rainforests and stuff,
3416720	3423640	which are, and trees are the normal producers, processors of carbon dioxide producing oxygen,
3424040	3431280	we could literally change all of our vehicles into oxygen contributors to the environment.
3431760	3435420	Well, it was brought to my attention two days ago from a gentleman in California.
3435420	3440680	He was telling me that the grape growers now are being harassed because of their carbon footprint,
3441280	3446320	and they're going to be taxed for all the equipment they're using out at the vineyards.
3446920	3449820	And I said, well, I hope somebody there is smart enough to realize
3449820	3456620	that it should be offset by an equal or greater amount for all of the production of all these plants.
3457180	3463720	And if Chevron and Texaco and everybody else can take carbon credits for buying trees in South America,
3463720	3469440	then why can't the farmers here use their crops to offset what they're producing?
3469560	3470560	Absolutely. Wow.
3470960	3475660	Boy, do you see why I jumped at the chance to go back and spend more time with Paul?
3476780	3480600	The information, the understanding, the knowledge,
3481320	3486720	this is and should be part of every educational program
3487400	3490720	from elementary school through college.
3490720	3498440	college, vacuum technology, plasma dynamics, and plasma physics. These are things that are
3498440	3507560	available, have been available to us since the beginning of time. The video itself for DVDs
3507560	3514900	will be available on indeliblepromise.com. We owe it to ourselves as humanity to know this.
3514900	3523000	so here it is this is what's happening thank you paul his website is geet international.com g-e-e-t
3523000	3529680	international.com we'll provide a few more pieces of this particular conversation but i got other
3529680	3534920	stuff too all right there's more stuff to come but that's all for now if you have any questions
3534920	3543040	or comments or suggestions please email me at adam at talk for food.com in the meantime be aware
3543040	3551620	okay be open be yourself be courageous and be in love love it all when talk for food returns
3551620	3556020	here on web at talkradio.net take care now bye-bye
3556020	3568120	thank you for watching and listening we'll see you next week talk for food is a phylos
3568120	3569500	MediWorks Production.
