start	end	text
2180160	2185520	Many of the things that we have been able to accomplish, according to science, was not possible.
2186380	2189560	But once you start bringing the scientists in and showing them,
2190420	2193440	that's when they back up and go, okay, our books are wrong.
2194440	2195220	But continue.
2195640	2196420	What's next?
2196580	2197460	Come on, teach us.
2198300	2199520	That's what I'm all about.
2199780	2200460	I love teaching.
2200980	2205440	Now, you were talking about giving us some introduction to plasma, too.
2205840	2209160	Let's talk a little bit about some of the elements of plasma
2209160	2210860	because I think there's something really special here.
2210860	2215340	Years ago, a professor had told me that it would be unusual,
2215880	2219240	but if I ever got to a point of getting the proper scientific equipment
2219240	2222820	where we could film plasmoids, I should call him.
2223560	2225000	And I said, what is a plasmoid?
2225000	2230360	He said, it is a radical particle that is created around plasma
2230360	2234080	that is the most erratic behavior you've ever seen.
2234080	2238460	Even though it's electrical in nature, electricity normally spirals in a straight line.
2239180	2243400	These little things move in such erratic behavior.
2243520	2246360	It looks like they're trying to tie themselves up into knots or something.
2246780	2248960	Here's a picture of their tight movements.
2249080	2250640	I don't know if you can zoom in on that at all.
2252060	2260580	But he had told me that these little things are the hot particles created from the plasma field.
2261860	2263040	They're very bright.
2263040	2265820	and normally around the outside edges of plasma.
2266860	2270660	So I told him if I ever saw anything like that with equipment,
2270800	2272400	once I could afford it, I would call him.
2273880	2277720	Accidentally, one of my employees had put together a unit wrong,
2278940	2283180	and we had two or three people using power equipment that day out in our shop,
2283780	2287680	and when the third piece of equipment turned on, it blew the breaker for the garage.
2288900	2290400	Well, I heard the breaker trips.
2290400	2293740	So I went running down my house, down to the breaker box to turn it back on.
2293840	2297280	And just as I turned it on, I could hear the guys out in the shop saying, turn it off.
2299180	2299720	Wait a minute.
2300620	2301880	Okay, I'll turn it back off.
2302260	2303640	So I ran back down to the garage.
2303840	2304300	I opened the door.
2304420	2305080	I said, what's going on?
2305100	2305920	He said, step in.
2306320	2307300	Get your eyes adjusted.
2307420	2309060	You aren't going to believe what you're going to look at.
2309640	2311820	Well, I hear one of the engines running right below the step.
2312640	2317120	After maybe three or four minutes, my eyes got accustomed to everything.
2317680	2318640	I said, what am I looking for?
2318640	2320500	is look down around the exhaust pipe.
2321080	2322700	Well, all the way around the exhaust pipe,
2323000	2326000	I could see these little red squiggly things just shooting.
2326900	2329400	But it was exactly like that professor said.
2329740	2332460	They were erratic in behavior, moving in all directions.
2333180	2335260	Well, I reached down, I put my finger down there,
2335280	2336660	and one of them touched my finger.
2337360	2340060	And it felt worse than any beast thing I've ever had.
2340840	2342760	Burn, pain, it was a jolt.
2343380	2345880	I pulled back on, ooh, don't do that one again.
2346500	2351420	Well, I looked beside me and I could see the edge of a piece of glass from a window.
2351540	2352220	So I grabbed it.
2352640	2354060	And right below that was a piece of aluminum.
2354420	2356380	So I held the glass down next to it.
2356700	2359880	And I moved it back and forth a little bit, watching the reflection on the glass.
2359960	2360420	It was neat.
2360860	2362960	So then I took the aluminum and held it down there.
2363280	2365040	And I could see the reflection off the aluminum.
2365040	2368040	But every now and then I could see a piece going through the aluminum.
2369300	2371960	And they only worked for maybe a half a second to a second.
2372100	2373940	Then the ends burst into a red dot.
2374500	2374820	They're gone.
2375540	2376460	The energy is dissipated.
2376640	2378480	Another one is recreated, though, immediately.
2379480	2380920	Well, I told him, I said, do me a favor.
2381440	2382420	I'm going to turn the lights back on.
2382520	2383920	I want you to put a rope around this engine.
2384040	2386420	Don't let anybody touch it until I get a hold of this professor.
2386640	2388360	Was this like a chain reaction, you might say?
2389340	2391600	It was some type of reaction that I couldn't identify.
2391700	2392220	A cascade.
2392220	2392980	A cascade effect.
2393140	2394260	One after another after another.
2394260	2398560	But they were all so erratic that I couldn't explain it.
2399260	2401420	So I wouldn't let my employees near it anymore that day.
2401720	2403520	I got inside, called the professor up.
2403580	2404620	He came up from UCLA.
2405220	2408000	set his cameras up, everything he could right next to it.
2408080	2411600	Well, don't put a digital camera close to it.
2412200	2415200	You'll erase it, and it destroys your memory card.
2415900	2417240	Don't put a credit card near it.
2417640	2419140	Credit card's not usable anymore.
2419760	2422580	Well, he had his cameras and computers all set up around it,
2422840	2423620	and he filmed it.
2424680	2428080	And after he filmed it, he had everything put away again for his trip home.
2428500	2430500	And he came in, I was sitting at my dining room table,
2431140	2432700	and he was like a kid in a candy store.
2432740	2434020	Oh, man, I got it, man.
2434020	2436580	I can't wait to get that on the computer and see what it looks like
2436580	2438480	and we're going to enhance it, we're going to do this and this
2438480	2441400	and slow it down, I got high speed film, it's good
2441400	2443280	and he's, what are you doing?
2443380	2445460	I said, well, big magnifying glass
2445460	2446760	I said, look at these tunnels
2446760	2447820	he said, what?
2447940	2450520	I said, through an 8 inch piece of glass
2450520	2453520	those little radical devils went in and tunneled
2453520	2456780	all the way through it and then came back out
2456780	2459380	I mean, 90 degree, 160 degree bends
2459380	2462520	but if you look at it, you can see a perfect tunnel made
2462520	2463840	thinner than human hair
2464820	2466860	Well, he grabs the magnifying glass, and he's looking at it,
2466880	2468220	going, I've never seen anything like it.
2468540	2471300	Well, every now and then, you can see one where it just went through the glass completely
2471300	2472320	at a different angle.
2472420	2474760	If you turn it just right, you could see right through the glass.
2475620	2477740	But it was a beautifully polished tunnel.
2479220	2480160	He said, can I have the glass?
2480300	2480900	I said, sure you can.
2481580	2483160	He said, how about that piece of aluminum?
2483520	2483960	I said, yeah, sure.
2484540	2485160	So he took it.
2485680	2487740	There must have been hundreds of little holes in there.
2488060	2489820	If you held it up to the light, you couldn't see.
2490580	2491520	Couldn't see any of the holes.
2491520	2493820	But if you held it up with a magnifying glass big enough,
2493840	2499340	you could see the little holes he said i've got to get this back we got we got to study this well
2499340	2503500	when he got home and found out nothing worked on his computer or cameras it was all wiped out
2503500	2510100	he was bummed out i would guess but he did have the glass and the aluminum to prove they were
2510100	2515520	there and he said i really saw them with my own eyes and all of his buddies are going sure you did
2515520	2521960	plasmoids are not visible to the human eye but then again some of the other phenomenon that
2521960	2528980	we've created is not visible by the human eye so once we build the unit out of all glass so you can
2528980	2533880	see what's going on inside and you see lightning bolts shooting down the length of that rod back
2533880	2539080	and forth and at the very end of the rod where the cupped end is the north end you'll always see a
2539080	2544980	ball of pure white light when you're getting a perfect reaction you have a ball of white light
2544980	2550680	it creates an energy field pulling energy from as far as 60 to 100 feet away
2551480	2552380	Wow, wow.
2553060	2554160	Did you ever do that again?
2554260	2556940	Did you ever repeat the...
2556940	2557360	Last point?
2557520	2557700	Yeah.
2559140	2559540	No.
2559680	2564300	The reason we did that and left it for him to see it was just so he could see it.
2564600	2566720	That generator had to be shipped out to a customer.
2566940	2570460	So once he left, we went ahead and corrected what the problem was.
2570460	2574540	One of our employees had used Teflon tape to seal everything.
2575340	2578100	And he thought to make the screw stick better in the block of the engine,
2578520	2581040	He'd even wrap the screws with a coating of Teflon tape.
2581540	2583480	So nothing could ground back to the engine.
2583960	2587360	And here this entire electrical field is trying to ground to something, and it couldn't.
2587740	2590820	So it was just dissipating out into space around itself.
2591640	2593260	There was another time where we were running it,
2593340	2596420	and we ended up watching the aurora lights coming out the end of the,
2596560	2597380	right through all the metal.
2597880	2599860	We were getting the aurora lights on a dark evening.
2600120	2602820	So you were doing aurora borealis, too.
2603180	2603380	Yeah.
2604140	2607380	But to be able to replicate everything about planet Earth
2607380	2611200	has let us do a whole new map of what planet Earth is
2611200	2613020	and how planet Earth works.
2613580	2617320	Up till now, or I should say, up till 15 years ago,
2617420	2619360	I thought the planet had a single axis
2619360	2623020	that went from the North Pole to the South Pole as one piece.
2623780	2628380	What I've determined is the North Pole has a North and a South area to it,
2628380	2630680	and the South Pole has a North and South to it,
2631060	2632420	about the thickness of the crust.
2632860	2634760	So when the North Pole is turning to the right,
2634860	2636580	the South Pole is coming towards it.
2637380	2641000	equal distance. So to flip the poles would be quite easy.
2641000	2645200	If it was one large pole, it would be very difficult to flip the poles.
2645200	2649940	I see. And during the tests we've done, we validated in Sydney, Australia and in
2649940	2653060	North Hemisphere, we found that there are some
2653060	2656200	opposing things there that can prove our theories.
2656200	2660620	Which means that it wouldn't take that much energy as we go through the
2660620	2661660	galactic belts
2661660	2666060	to switch the North and South Poles. And we would feel as if
2666060	2672880	the whole pole shifted but it didn't it's just small fields of energy you're listening to talk
2672880	2679700	for food on web talk radio.net with adam abraham and we're talking with paul pantone the develop
2679700	2689700	developer of geet global environmental energy technology and this is also part of a video
2689700	2697020	record. I don't want to call it a documentary, but to be called Indelible Promise, to be available
2697020	2705540	on four DVDs at indeliblepromise.com. Let's continue to the conclusion of this show.
2706020	2713820	Have you determined yet or seen a way that this method and way of thinking could be applied
2713820	2717560	towards some of the other events that we are anticipating,
2717800	2721660	like fields from large bodies, so to speak, coming through space.
2722540	2722820	Yes.
2723100	2727120	When I first invented the gate and built the first one, I started in 1979.
2727380	2731740	By 1983, I got the first model running, but I still wanted to make it better,
2732160	2733600	which I told you, inventor syndrome.
2734420	2735960	You can never make it good enough.
2735960	2736280	Right.
2736720	2740400	When I went down and I saw getting 21% oxygen out of the nail pipe,
2740900	2743280	zero carbon monoxide, zero carbon dioxide,
2743820	2749260	zero hydrocarbon if i can do this good i can do better i can get more oxygen well
2751260	2757500	there is no satisfying an inventor he always wants to do one better so even perfect isn't
2757500	2762860	good enough you want to go better so i started calling around trying to get information i called
2762860	2768940	the president ceo of texaco chevron exxon everybody i could back then trying to get help
2769460	2771300	They turned me on to their head scientists.
2771580	2772700	They'd work with me a little bit.
2772780	2773740	They sent me crude oil.
2774080	2776500	They really were cooperative back in 1983.
2777160	2780080	And they stayed that way until about 1993.
2781180	2784060	And then all of a sudden, they kind of cut me off.
2784400	2789000	When they saw the videotape showing zero emissions running on crude oil,
2789000	2795660	and they heard that you could run a car 90 times better mileage than you could on gas if you're using crude oil.
2795660	2816840	If it's not evident to you already, the point of the change, the point that Paul is making and the point that may have caused the oil company executives no longer to be that interested in helping develop this technology,
2816840	2822120	might be the fact that the whole refinery process,
2822940	2828320	I mean, of whatever they do between the time the oil comes out the ground
2828320	2831740	and the time it gets into your tank,
2832460	2835480	I mean, outside of delivery itself would be unnecessary.
2836360	2838920	I mean, not only is it the cost of getting out,
2838920	2843460	but all the quote-unquote refining that's being done right now
2843460	2851380	simply adds to the perceived cost of the oil.
2852480	2856780	And the GEET process basically circumvents all of that,
2857280	2858740	renders it unnecessary.
2859660	2864260	So seeing that, it just may be that they thought,
2864420	2867900	well, maybe we shouldn't go any further with that.
2868300	2870500	And I saw one of your old videos.
2870700	2871600	That's an old video.
2871600	2874400	And oxygen was coming out the tailpipe.
2874760	2878240	But when they realized how good it was running, I got cut off.
2878920	2880620	No more crude oil for me.
2881520	2882620	I couldn't get it from anybody.
2882880	2885500	So I started getting into different people.
2885660	2887220	I called Smokey Eunuch and other people.
2887360	2892680	I said, Smokey, what secrets can you tell me about fuel that you found aren't in science books?
2892800	2898360	And he said, well, I did get kicked off a racetrack for putting mothballs in the tank
2898360	2901680	because it gives you about a 30, 40% increase in horsepower.
2902760	2904180	Plain old everyday mothballs?
2904340	2904800	He said, yeah.
2905980	2908320	Okay, so I dropped the mothball in my tank.
2908840	2911440	I took off, headed to my dad's down in Beverly Hills in a car,
2911560	2914460	my old Toyota, 320,000 miles on it,
2915040	2917660	top speed going downhill 60 miles an hour.
2918060	2919740	Uphill, 50 if you were lucky.
2920540	2922180	Well, I got as far as Sacramento,
2922500	2924560	and all of a sudden I realized I'm doing 120.
2924560	2932520	and i looked behind me nobody's pushing me so it had to do something with what's in the fuel tank
2932520	2938920	so i got off on the interstate five and i started heading south and i'm past the end of the
2938920	2946760	speedometer and i realized i i got full power again well when i filled up again i put another
2946760	2953820	mothball in uh i took off out of the gas station and as i was pulling out my rear end tried to
2953820	2961420	passed me oh hey you had some power on the on the road there yeah we didn't know that car had
2961420	2966260	anything left in it but it had plenty of power in it it was the fastest trip i ever made to la
2966260	2972740	got down there did my business on the way home i ran out of mothballs only brought a couple with
2972740	2978220	me so now i'm putting regular gas in it then it's getting back to 75 and 80 didn't want to go faster
2978920	2981480	And I realized just how much power is in napoleon.
2982000	2983760	Well, I mentioned that on a radio show.
2984480	2987300	A few weeks later, I go down to the store to buy more mothballs,
2987860	2990240	and they said, I'm sorry, but we don't carry them anymore.
2990320	2991700	They've been pulled off all the shelves.
2992480	2995900	Now, if you look at a box of mothballs, right on the bottom it says,
2996360	2998340	not to be sold in California.
2999260	3000940	And on the side of the box it says,
3000940	3005340	may not be used under federal law for anything other than killing moths.
3006420	3006900	Oops.
3008220	3012220	So I guess they don't want you to get that better mileage and clean the valves out
3012220	3014220	But it sure cleans the engine up and gives you power
3014700	3019940	Well, I called Smokey back and thanked him and I said is there anything else you can tell me and he said well
3019940	3023180	Yeah, he said I got kicked off another track for using a piece of screen
3024540	3029780	Screen he's yeah, just put the screen under the carburetor. It'll give you about a 30 percent improvement mileage
3030360	3035460	Well, I took a piece of screen and I looked it up anything I could find out it
3035460	3040000	It was good to screen rocks out of your water line up under a faucet.
3040080	3041440	This is what this is, 40 mesh.
3042020	3044760	It'll clean out debris coming in through your faucet.
3045160	3046640	Now they're all made out of plastic.
3047340	3049820	But in 83, you can still find this in a few stores.
3050660	3053020	But fire won't go through a screen.
3054560	3060080	So it's a method of stopping flame, which I thought that was interesting.
3061040	3068620	Then I heard that in 1962, Ford Motor Company also found out and patented putting a screen under their carburetors
3068620	3072700	so the mechanics wouldn't die or get burned when backfires occurred.
3073380	3077440	And I was not aware of it at the time, but some mechanics working in shops, when it would occur,
3077840	3082260	they would be inhaling as they pulled away and the flames would go right down into the lungs and burn them.
3082820	3085540	And they'd suffer for two or three days before they finally died.
3086600	3087920	A very painful death.
3087920	3090200	Well, Ford Motor Company found a way of stopping it.
3090640	3092920	Simply put a piece of screen underneath the carburetor.
3094100	3095100	Well, the problem was...
3095100	3096400	They cared about the...
3096400	3097960	Oh, they really cared. They did.
3098220	3099140	They wanted to protect...
3099140	3102620	They took an initiative that the other companies did not do.
3102840	3102940	Okay.
3103100	3104620	Yeah, well, they put it under the carburetors
3104620	3106600	and started sending out their little Ford Galaxies
3106600	3108480	in the middle of the year with the screens under it.
3109040	3110940	Until the customers started calling up saying,
3111060	3113420	hey, how come the car I got in January
3113420	3115120	only gets this many miles a gallon?
3115120	3119000	The new one I just got is getting 30, 40, 50% better.
3121540	3124320	Well, they pulled up everything they could on those two cars
3124320	3126180	and said the only thing different was a piece,
3126660	3127840	oh God, that screen.
3128680	3129400	Pull them out.
3129780	3132040	So they recalled every one of their cars that year
3132040	3134020	for safety inspections,
3134660	3137000	pulled the screens out without telling the customers,
3137660	3140140	sent the cars back out saying it passes safety,
3140540	3142380	and everybody got crappy mileage again.
3143300	3147300	Well, after I heard about this from Smokey, I put it on my dad's Mustang.
3147300	3152660	He had just purchased from Ford, and he was getting about a 40% increase in mileage.
3153560	3158300	He took it in for its quarterly checkup or regular checkup that they called him and said,
3158400	3161500	you need to bring your car in, and he brought it in for an inspection.
3161960	3162980	They took the screen out.
3164440	3167740	I went back to the car dealer when I found out his mileage had gone back down.
3167820	3169000	I said, why did you pull the screen out?
3169000	3173300	They said, we're not allowed to have that in there because it's not authorized by the factory,
3173420	3176500	and if you put it back in there, we're going to void your dad's warranty.
3178000	3180600	I said, but it improves the mileage and reduces pollution.
3181040	3181880	We don't care.
3182580	3187160	Our orders come from Detroit, and our orders are no screens under carburetors.
3188780	3192260	So my dad told me to put it back on, and before he'd take it back to service again,
3192580	3194020	he would make sure it got pulled out.
3194400	3195920	But he wanted the better mileage.
3195920	3203660	anyone given the choice gosh and looking at what gas cost it in those days compared to today
3203660	3209860	it was still a no-brainer you still wanted the better mileage yeah well from 1983 to about 1987
3209860	3217700	i must have installed about three to four hundred of these in california and nevada and uh everybody
3217700	3225560	i put them on their car got the minimum 15 percent most of them in 30 40 range two of the vehicles
3225560	3228280	came back at 70% improvement in mileage.
3228900	3231480	They were big commercial buses with old carburetors.
3232520	3235060	Now, would this work only with a carburetor?
3235140	3238400	This would only, well, we'll go into it.
3238460	3238740	Okay.
3240040	3241380	That's a bad question.
3241760	3246000	Well, what happens with it is the screen blocks the flow.
3246700	3250420	If it's straight through like this, it doesn't interfere with the flow.
3250420	3253080	If you have the Canon WD-40 up, it goes straight through.
3253080	3260300	If you hold it at a 45-degree angle and hit it with WD-40, it comes out as a mist, like a smoke from a cigarette.
3260780	3263000	That is what burns in the engine, not the liquid.
3263780	3266300	So this just helped to break it down so it would burn.
3266480	3267400	You have less pollution.
3268340	3272960	And injectors are supposed to spray a real fine mist.
3273080	3274040	Well, they don't.
3274260	3277760	If you hook this up to an electrical system and you watch how this pulses,
3278360	3281860	it sprays out a wide mist, which is mostly liquid.
3281860	3285340	It is not the way the car companies have indicated.
3285520	3286120	It's a vapor.
3286280	3288700	No, it's a liquid sprayed out.
3289380	3296140	And the sad part was when we tested these, injector against injector, from the same package,
3296660	3301880	some of them would put out 50% more than the next one would out of the same package.
3302540	3306900	We got a hold of the place we bought them at the car dealership or the parts store
3306900	3308740	and said, how come there's such a wide spread?
3308740	3310540	And they said, there's no quality control.
3310640	3311280	We don't have to.
3311860	3315120	your bionate injectors, that's what you get.
3315840	3318420	There's no way to calibrate them or adjust them.
3318900	3319820	There's only one spray.
3321520	3326780	Well, because of that, you're wasting 50% of the fuel on some of the cylinders
3326780	3328760	to get the car up to full speed.
3328760	3329740	Right, right.
3330420	3335600	So these are no longer what the manufacturers were saying, efficient.
3336240	3338160	Bull! Carburetor is more efficient.
3339020	3343980	These were a way of conning people to get out of carburetors because this is new and improved
3343980	3346340	when it really isn't improved.
3346520	3347380	It's just new.
3348240	3352820	And I'll bet you if you follow the money, you'll find some politician's name,
3353580	3356960	look to the patent, or controlling the marketing rights to this,
3357500	3358920	and that's why they're being used today.
3359180	3363500	Now, to me, the carburetor was the wheel, and if it's properly done, it rolled smooth.
3363840	3368040	Now we're using an eight-sided wheel, and some of the spokes aren't all there.
3368160	3372480	but it conned the public into believing injectors were the way to go.
3373280	3380820	If people today had to drive a 1940s or 50s car without their GPS and without their fancy stereos
3380820	3383380	and without all the fancy stuff, they would hate it.
3383680	3387360	But we could get those up to over 100, 150 miles a gallon easy.
3388080	3390620	Why can't we do that with the modern stuff with computers?
3391300	3396760	It's because of the garbage that's being controlled by people that hold the patents, mostly politicians.
3396760	3417880	Well, if it was up to me, I'd keep the conversation going because even as I review this conversation with Paul Pantone, I personally am entertained and informed and impressed by nature, by the man in terms of what he is sharing.
3417880	3427700	I keep discovering that we have a lot of tools available to us that are, well, the key word is available.
3428340	3431240	It's not so much beyond our ability to comprehend.
3431860	3439100	We have tools that are available that can help us change our world in some phenomenal ways.
3439100	3454760	Just in the last two shows that we've done, we've talked about some specific things that could have impact that totals billions of dollars every year in expenditures as well as in lives, countless billions.
3454880	3456540	And these are billions that we know of.
3457100	3465880	We are concerned about nuclear fallout from Fukushima, from the Japan earthquake and the nuclear reactor that blew up there.
3465880	3468940	We have problems closer to home.
3469100	3479100	We have, I don't know how many, countless of tons of spent nuclear material that we have just been storing and storing and storing.
3479100	3483500	It's sometimes at a cost of billions of dollars.
3484260	3489460	But the more important thing is the fact that that nuclear waste does not stop being nuclear.
3490020	3496480	We need to do something naturally to abate it, to nullify it, to neutralize it.
3496480	3501680	and they are being stored because we're operating under the belief that we can't.
3502860	3503960	Well, what if we can?
3504380	3506000	What if there is a way?
3506720	3508860	The reason why we're doing all of this,
3509020	3510840	or at least the reason why I'm doing this,
3510900	3512900	is because I believe that there is.
3512940	3515680	There is reason to believe that there is a way to do it,
3515720	3517100	and it's easy to check.
3517720	3518620	Now, the question is,
3518720	3523000	do we really want to make nuclear radiation
3523000	3525280	and spent nuclear material?
3525860	3527540	Do we want to make it safe again?
3528240	3531340	If you have any questions or comments or suggestions to me,
3531420	3535060	you can reach me and email me at adamattalkforfood.com.
3535600	3538980	And if you want to find or reach Paul Bantone,
3539760	3541860	go to geetinternational.com.
3542540	3543920	There are ways to reach him there.
3544380	3545360	I thank you, Paul.
3545360	3548160	I thank you for being a part of this adventure
3548160	3549480	and the quantum possibility.
3549980	3553200	Let's do it again next week on Talk for Food Returns
3553200	3555820	on webtalkradio.net.
3556340	3556840	Be well.
3562100	3564120	Thank you for watching and listening.
3564720	3565860	We'll see you next week.
3566360	3569540	Talk for Food is a Philo Smelly Works production.
